State/Country,Year,Category of industry,Code version,Employed Person ('000)
W.P.Putrajaya,2012,Manufacturing,MSIC 2008,0.9
Malaysia,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,61.9
Johor,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,6.4
Kedah,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,1.8
Kelantan,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.1
Melaka,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.3
Negeri Sembilan,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,1.7
Pahang,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.3
Pulau Pinang,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,1.4
Perak,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,4.3
Perlis,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,0.2
Selangor,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,18.6
Terengganu,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,5.4
Sabah,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,4.4
Sarawak,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,7.2
W.P. Kuala Lumpur,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,3.7
W.P Labuan,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,0.1
W.P.Putrajaya,2012,"Electricity, gas, steam and air conditioning supply",MSIC 2008,0.2
Malaysia,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,81.0
Johor,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,8.6
Kedah,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,6.7
Kelantan,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,2.2
Melaka,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,4.1
Negeri Sembilan,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,3.7
Pahang,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,5.2
Pulau Pinang,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,4.2
Perak,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,5.7
Perlis,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,0.4
Selangor,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,17.5
Terengganu,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,5.5
Sabah,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,8.6
Sarawak,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,5.2
W.P. Kuala Lumpur,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,3.3
W.P Labuan,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,0.1
W.P.Putrajaya,2012,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,
Malaysia,2012,Construction,MSIC 2008,"1,174.7"
Johor,2012,Construction,MSIC 2008,129.9
Kedah,2012,Construction,MSIC 2008,54.0
Kelantan,2012,Construction,MSIC 2008,65.9
Melaka,2012,Construction,MSIC 2008,28.9
Negeri Sembilan,2012,Construction,MSIC 2008,34.9
Pahang,2012,Construction,MSIC 2008,50.7
Pulau Pinang,2012,Construction,MSIC 2008,57.8
Perak,2012,Construction,MSIC 2008,68.4
Perlis,2012,Construction,MSIC 2008,8.2
Selangor,2012,Construction,MSIC 2008,275.0
Terengganu,2012,Construction,MSIC 2008,53.6
Sabah,2012,Construction,MSIC 2008,146.8
Sarawak,2012,Construction,MSIC 2008,118.4
W.P. Kuala Lumpur,2012,Construction,MSIC 2008,76.9
W.P Labuan,2012,Construction,MSIC 2008,4.3
W.P.Putrajaya,2012,Construction,MSIC 2008,1.0
Malaysia,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,"2,125.6"
Johor,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,260.0
Kedah,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,118.7
Kelantan,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,105.1
Melaka,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,59.4
Negeri Sembilan,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,61.1
Pahang,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,92.4
Pulau Pinang,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,123.9
Perak,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,163.3
Perlis,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,13.3
Selangor,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,425.1
Terengganu,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,58.7
Sabah,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,280.9
Sarawak,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,154.7
W.P. Kuala Lumpur,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,202.5
W.P Labuan,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,5.0
W.P.Putrajaya,2012,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,1.6
Malaysia,2012,Transportation and storage,MSIC 2008,624.3
Johor,2012,Transportation and storage,MSIC 2008,84.4
Kedah,2012,Transportation and storage,MSIC 2008,24.2
Kelantan,2012,Transportation and storage,MSIC 2008,16.1
Melaka,2012,Transportation and storage,MSIC 2008,10.7
Negeri Sembilan,2012,Transportation and storage,MSIC 2008,24.1
Pahang,2012,Transportation and storage,MSIC 2008,23.5
Pulau Pinang,2012,Transportation and storage,MSIC 2008,41.2
Perak,2012,Transportation and storage,MSIC 2008,31.4
Perlis,2012,Transportation and storage,MSIC 2008,2.9
Selangor,2012,Transportation and storage,MSIC 2008,208.8
Terengganu,2012,Transportation and storage,MSIC 2008,11.9
Sabah,2012,Transportation and storage,MSIC 2008,61.2
Sarawak,2012,Transportation and storage,MSIC 2008,45.7
W.P. Kuala Lumpur,2012,Transportation and storage,MSIC 2008,35.1
W.P Labuan,2012,Transportation and storage,MSIC 2008,2.3
W.P.Putrajaya,2012,Transportation and storage,MSIC 2008,0.8
Malaysia,2012,Accommodation and food service activities,MSIC 2008,965.1
Johor,2012,Accommodation and food service activities,MSIC 2008,120.2
Kedah,2012,Accommodation and food service activities,MSIC 2008,65.6
Kelantan,2012,Accommodation and food service activities,MSIC 2008,49.7
Melaka,2012,Accommodation and food service activities,MSIC 2008,36.6
Negeri Sembilan,2012,Accommodation and food service activities,MSIC 2008,42.8
Pahang,2012,Accommodation and food service activities,MSIC 2008,48.1
Pulau Pinang,2012,Accommodation and food service activities,MSIC 2008,65.4
Perak,2012,Accommodation and food service activities,MSIC 2008,82.8
Perlis,2012,Accommodation and food service activities,MSIC 2008,9.0
Selangor,2012,Accommodation and food service activities,MSIC 2008,166.8
Terengganu,2012,Accommodation and food service activities,MSIC 2008,33.3
Sabah,2012,Accommodation and food service activities,MSIC 2008,108.2
Sarawak,2012,Accommodation and food service activities,MSIC 2008,68.5
W.P. Kuala Lumpur,2012,Accommodation and food service activities,MSIC 2008,64.2
W.P Labuan,2012,Accommodation and food service activities,MSIC 2008,3.0
W.P.Putrajaya,2012,Accommodation and food service activities,MSIC 2008,0.8
Malaysia,2012,Information and communication,MSIC 2008,208.8
Johor,2012,Information and communication,MSIC 2008,9.3
Kedah,2012,Information and communication,MSIC 2008,3.1
Kelantan,2012,Information and communication,MSIC 2008,1.9
Melaka,2012,Information and communication,MSIC 2008,3.6
Negeri Sembilan,2012,Information and communication,MSIC 2008,4.1
Pahang,2012,Information and communication,MSIC 2008,2.4
Pulau Pinang,2012,Information and communication,MSIC 2008,5.2
Perak,2012,Information and communication,MSIC 2008,5.7
Perlis,2012,Information and communication,MSIC 2008,0.2
Selangor,2012,Information and communication,MSIC 2008,121.1
Terengganu,2012,Information and communication,MSIC 2008,1.0
Sabah,2012,Information and communication,MSIC 2008,5.8
Sarawak,2012,Information and communication,MSIC 2008,7.8
W.P. Kuala Lumpur,2012,Information and communication,MSIC 2008,36.5
W.P Labuan,2012,Information and communication,MSIC 2008,0.2
W.P.Putrajaya,2012,Information and communication,MSIC 2008,0.9
Malaysia,2012,Financial and insurance/takaful activities,MSIC 2008,322.1
Johor,2012,Financial and insurance/takaful activities,MSIC 2008,25.2
Kedah,2012,Financial and insurance/takaful activities,MSIC 2008,7.7
Kelantan,2012,Financial and insurance/takaful activities,MSIC 2008,5.4
Melaka,2012,Financial and insurance/takaful activities,MSIC 2008,7.0
Negeri Sembilan,2012,Financial and insurance/takaful activities,MSIC 2008,8.2
Pahang,2012,Financial and insurance/takaful activities,MSIC 2008,8.8
Pulau Pinang,2012,Financial and insurance/takaful activities,MSIC 2008,17.6
Perak,2012,Financial and insurance/takaful activities,MSIC 2008,11.2
Perlis,2012,Financial and insurance/takaful activities,MSIC 2008,0.8
Selangor,2012,Financial and insurance/takaful activities,MSIC 2008,125.9
Terengganu,2012,Financial and insurance/takaful activities,MSIC 2008,4.5
Sabah,2012,Financial and insurance/takaful activities,MSIC 2008,15.9
Sarawak,2012,Financial and insurance/takaful activities,MSIC 2008,14.7
W.P. Kuala Lumpur,2012,Financial and insurance/takaful activities,MSIC 2008,67.2
W.P Labuan,2012,Financial and insurance/takaful activities,MSIC 2008,1.3
W.P.Putrajaya,2012,Financial and insurance/takaful activities,MSIC 2008,0.9
Malaysia,2012,Real estate activities,MSIC 2008,68.9
Johor,2012,Real estate activities,MSIC 2008,5.9
Kedah,2012,Real estate activities,MSIC 2008,3.1
Kelantan,2012,Real estate activities,MSIC 2008,0.4
Melaka,2012,Real estate activities,MSIC 2008,0.5
Negeri Sembilan,2012,Real estate activities,MSIC 2008,1.9
Pahang,2012,Real estate activities,MSIC 2008,1.4
Pulau Pinang,2012,Real estate activities,MSIC 2008,5.3
Perak,2012,Real estate activities,MSIC 2008,1.1
Perlis,2012,Real estate activities,MSIC 2008,
Selangor,2012,Real estate activities,MSIC 2008,32.3
Terengganu,2012,Real estate activities,MSIC 2008,0.2
Sabah,2012,Real estate activities,MSIC 2008,3.8
Sarawak,2012,Real estate activities,MSIC 2008,1.7
W.P. Kuala Lumpur,2012,Real estate activities,MSIC 2008,10.6
W.P Labuan,2012,Real estate activities,MSIC 2008,0.3
W.P.Putrajaya,2012,Real estate activities,MSIC 2008,0.2
Malaysia,2012,"Professional, scientific and technical activities",MSIC 2008,307.3
Johor,2012,"Professional, scientific and technical activities",MSIC 2008,26.5
Kedah,2012,"Professional, scientific and technical activities",MSIC 2008,6.2
Kelantan,2012,"Professional, scientific and technical activities",MSIC 2008,4.6
Melaka,2012,"Professional, scientific and technical activities",MSIC 2008,5.8
Negeri Sembilan,2012,"Professional, scientific and technical activities",MSIC 2008,7.1
Pahang,2012,"Professional, scientific and technical activities",MSIC 2008,8.4
Pulau Pinang,2012,"Professional, scientific and technical activities",MSIC 2008,16.5
Perak,2012,"Professional, scientific and technical activities",MSIC 2008,14.1
Perlis,2012,"Professional, scientific and technical activities",MSIC 2008,0.6
Selangor,2012,"Professional, scientific and technical activities",MSIC 2008,127.7
Terengganu,2012,"Professional, scientific and technical activities",MSIC 2008,6.4
Sabah,2012,"Professional, scientific and technical activities",MSIC 2008,17.1
Sarawak,2012,"Professional, scientific and technical activities",MSIC 2008,15.8
W.P. Kuala Lumpur,2012,"Professional, scientific and technical activities",MSIC 2008,49.0
W.P Labuan,2012,"Professional, scientific and technical activities",MSIC 2008,0.6
W.P.Putrajaya,2012,"Professional, scientific and technical activities",MSIC 2008,0.8
Malaysia,2012,Administrative and support service activities,MSIC 2008,532.2
Johor,2012,Administrative and support service activities,MSIC 2008,57.9
Kedah,2012,Administrative and support service activities,MSIC 2008,30.4
Kelantan,2012,Administrative and support service activities,MSIC 2008,19.4
Melaka,2012,Administrative and support service activities,MSIC 2008,19.1
Negeri Sembilan,2012,Administrative and support service activities,MSIC 2008,18.9
Pahang,2012,Administrative and support service activities,MSIC 2008,27.1
Pulau Pinang,2012,Administrative and support service activities,MSIC 2008,34.2
Perak,2012,Administrative and support service activities,MSIC 2008,36.9
Perlis,2012,Administrative and support service activities,MSIC 2008,5.2
Selangor,2012,Administrative and support service activities,MSIC 2008,132.2
Terengganu,2012,Administrative and support service activities,MSIC 2008,18.3
Sabah,2012,Administrative and support service activities,MSIC 2008,49.3
Sarawak,2012,Administrative and support service activities,MSIC 2008,39.4
W.P. Kuala Lumpur,2012,Administrative and support service activities,MSIC 2008,39.8
W.P Labuan,2012,Administrative and support service activities,MSIC 2008,3.4
W.P.Putrajaya,2012,Administrative and support service activities,MSIC 2008,0.9
Malaysia,2012,Public administration and defence; compulsory social security,MSIC 2008,696.4
Johor,2012,Public administration and defence; compulsory social security,MSIC 2008,52.1
Kedah,2012,Public administration and defence; compulsory social security,MSIC 2008,44.8
Kelantan,2012,Public administration and defence; compulsory social security,MSIC 2008,35.3
Melaka,2012,Public administration and defence; compulsory social security,MSIC 2008,24.2
Negeri Sembilan,2012,Public administration and defence; compulsory social security,MSIC 2008,30.5
Pahang,2012,Public administration and defence; compulsory social security,MSIC 2008,47.1
Pulau Pinang,2012,Public administration and defence; compulsory social security,MSIC 2008,28.5
Perak,2012,Public administration and defence; compulsory social security,MSIC 2008,61.9
Perlis,2012,Public administration and defence; compulsory social security,MSIC 2008,9.1
Selangor,2012,Public administration and defence; compulsory social security,MSIC 2008,117.1
Terengganu,2012,Public administration and defence; compulsory social security,MSIC 2008,32.1
Sabah,2012,Public administration and defence; compulsory social security,MSIC 2008,72.6
Sarawak,2012,Public administration and defence; compulsory social security,MSIC 2008,66.9
W.P. Kuala Lumpur,2012,Public administration and defence; compulsory social security,MSIC 2008,44.0
W.P Labuan,2012,Public administration and defence; compulsory social security,MSIC 2008,5.1
W.P.Putrajaya,2012,Public administration and defence; compulsory social security,MSIC 2008,25.1
Malaysia,2012,Education,MSIC 2008,784.9
Johor,2012,Education,MSIC 2008,76.8
Kedah,2012,Education,MSIC 2008,50.5
Kelantan,2012,Education,MSIC 2008,49.9
Melaka,2012,Education,MSIC 2008,27.6
Negeri Sembilan,2012,Education,MSIC 2008,32.2
Pahang,2012,Education,MSIC 2008,46.5
Pulau Pinang,2012,Education,MSIC 2008,40.1
Perak,2012,Education,MSIC 2008,63.3
Perlis,2012,Education,MSIC 2008,9.6
Selangor,2012,Education,MSIC 2008,165.9
Terengganu,2012,Education,MSIC 2008,32.7
Sabah,2012,Education,MSIC 2008,79.2
Sarawak,2012,Education,MSIC 2008,70.8
W.P. Kuala Lumpur,2012,Education,MSIC 2008,34.1
W.P Labuan,2012,Education,MSIC 2008,2.9
W.P.Putrajaya,2012,Education,MSIC 2008,2.9
Malaysia,2012,Human health and social work activities,MSIC 2008,414.3
Johor,2012,Human health and social work activities,MSIC 2008,33.2
Kedah,2012,Human health and social work activities,MSIC 2008,24.0
Kelantan,2012,Human health and social work activities,MSIC 2008,22.1
Melaka,2012,Human health and social work activities,MSIC 2008,16.0
Negeri Sembilan,2012,Human health and social work activities,MSIC 2008,17.1
Pahang,2012,Human health and social work activities,MSIC 2008,23.3
Pulau Pinang,2012,Human health and social work activities,MSIC 2008,35.6
Perak,2012,Human health and social work activities,MSIC 2008,38.3
Perlis,2012,Human health and social work activities,MSIC 2008,3.8
Selangor,2012,Human health and social work activities,MSIC 2008,92.4
Terengganu,2012,Human health and social work activities,MSIC 2008,15.1
Sabah,2012,Human health and social work activities,MSIC 2008,29.9
Sarawak,2012,Human health and social work activities,MSIC 2008,29.1
W.P. Kuala Lumpur,2012,Human health and social work activities,MSIC 2008,31.5
W.P Labuan,2012,Human health and social work activities,MSIC 2008,0.9
W.P.Putrajaya,2012,Human health and social work activities,MSIC 2008,2.0
Malaysia,2012,"Arts, entertainment and recreation",MSIC 2008,84.8
Johor,2012,"Arts, entertainment and recreation",MSIC 2008,11.7
Kedah,2012,"Arts, entertainment and recreation",MSIC 2008,4.3
Kelantan,2012,"Arts, entertainment and recreation",MSIC 2008,1.5
Melaka,2012,"Arts, entertainment and recreation",MSIC 2008,2.1
